NCES ID,State,School District (Portal Name),acfrs_original_name,Year,Net Pension Liability,Net Pension Asset,NPL less NPA,States Proportionate Share of Net Pension liability,Overall Liability (Asset) Associated with District Staff,Comments,Employer name in GASB 68/ACFR,
507110,AR,Gurdon School District No. 60,Gurdon School District No. 60,2020,"5,935,676",,"5,935,676",,"5,935,676",,,
1717800,IL,Gurnee Grade School District No. 56,Gurnee Grade School District No. 56,2020,"3,567,172",,"3,567,172","97,616,288","101,183,460",,,
4821990,TX,Gustine Independent School District,Gustine Independent School District,2020,"601,305",,"601,305","924,294","1,525,599",,,
616323,CA,Gustine Unified School District,Gustine Unified School District,2020,"20,436,557",,"20,436,557","8,079,483","28,516,040",,,
4013560,OK,Guthrie Public Schools-Independent School District No. I-1,Guthrie Public Schools-Independent School District No. I-1,2020,,,0,,0,,,
4822020,TX,Guthrie Community School District,Guthrie Community School District,2020,"666,594",,"666,594","1,403,642","2,070,236",,,
3406240,NJ,Guttenberg Board of Education,Guttenberg Board Of Education,2020,"2,151,295",,"2,151,295","34,117,360","36,268,655",,,
507140,AR,Guy-Perkins School District No. 34,Guy-Perkins School District No. 34,2020,"2,969,651",,"2,969,651",,"2,969,651",,,
4013590,OK,Guymon Public Schools,Guymon Public Schools I-8,2020,,,0,,0,,,
2614690,MI,Gwinn Area Community Schools,Gwinn Area Community Schools,2020,"20,985,583",,"20,985,583",,"20,985,583",,,
1302550,GA,Gwinnett County Board of Education,Gwinnett County Board Of Education,2020,"1,851,016,703",,"1,851,016,703","20,093,131","1,871,109,834",,,
4013600,OK,Gypsy Public Schools,Gypsy Public Schools,2020,,,0,,0,,,
1302580,GA,Habersham County Board of Education,Habersham County Board Of Education,2020,"69,416,104",,"69,416,104","1,173,983","70,590,087",,,
616325,CA,Hacienda La Puente Unified School District,Hacienda La Puente Unified School District,2020,"255,933,080",,"255,933,080","96,175,311","352,108,391",,,
507170,AR,Hackett School District No. 17,Hackett School District No. 17,2020,"5,695,976",,"5,695,976",,"5,695,976",,,
3406300,NJ,Town of Hackettstown School District,Town Of Hackettstown School District,2020,"6,563,122",,"6,563,122","83,018,681","89,581,803",,,
3406360,NJ,Township of Haddon School District,Township Of Haddon School District,2020,"8,093,434",,"8,093,434","82,415,868","90,509,302",,,
3406390,NJ,Haddonfield School District,Haddonfield School District,2020,"5,870,969",,"5,870,969","93,172,085","99,043,054",,,
4013620,OK,Haileyville School District I-11,Haileyville School District I-11,2020,,,0,,0,,,
2617370,MI,Hale Area Schools,Hale Area Schools,2020,"6,523,812",,"6,523,812",,"6,523,812",,,
4822050,TX,Hale Center Independent School District,Hale Center Independent School District,2020,"1,748,370",,"1,748,370","3,098,449","4,846,819",,,
101710,AL,Hale County Board of Education,Hale County Board Of Education,2020,"19,497,000",,"19,497,000",,"19,497,000",Values for 2020 taken from 2021 ACFR,,
3406450,NJ,School District of The Borough of Haledon,School District Of The Borough Of Haledon,2020,"2,798,397",,"2,798,397","44,591,207","47,389,604",,,
101720,AL,Haleyville City Board of Education,Haleyville City Board Of Education,2020,"14,356,000",,"14,356,000",,"14,356,000",,,
3613290,NY,Half Hollow Hills Central School District,Half Hollow Hills Central School District,2020,"26,073,366","14,975,656","11,097,710",,"11,097,710",,,
4211310,PA,Halifax Area School District,Halifax Area School District,2020,"27,040,000",,"27,040,000",,"27,040,000",,,
3701950,NC,Halifax County Board of Education,Halifax County Board Of Education,2020,"10,673,819",,"10,673,819",,"10,673,819",,,
1302610,GA,Hall County Board of Education,Hall County Board Of Education,2020,"253,001,245",,"253,001,245","2,975,851","255,977,096",,,
4822120,TX,Hallettsville Independent School District,Hallettsville Independent School District,2020,"2,490,619",,"2,490,619","5,578,128","8,068,747",,,
4822140,TX,Hallsburg Independent School District,Hallsburg Independent School District,2020,"429,128",,"429,128","790,819","1,219,947",,,
4822170,TX,Hallsville Independent School District,Hallsville Independent School District,2020,"9,148,166",,"9,148,166","23,944,545","33,092,711",,,
2913560,MO,hallsville R-Iv school district,Hallsville R-Iv School District,2020,,,0,,0,,,
4700001,TN,Hamblen County Schools,Hamblen County Schools,2020,,,0,,0,,,
4211340,PA,Hamburg Area School District,Hamburg Area School District,2020,"57,377,565",,"57,377,565",,"57,377,565",,,
3613350,NY,Hamburg Central School District,Hamburg Central School District,2020,"6,499,732","4,255,018","2,244,714",,"2,244,714",,,
1913440,IA,Hamburg Community School District,Hamburg Community School District,2020,"1,079,500",,"1,079,500",,"1,079,500",,,
500042,AR,Hamburg School District No. 51,Hamburg School District No. 51,2020,"13,653,539",,"13,653,539",,"13,653,539",,,
1200720,FL,Hamilton County District School Board,Hamilton County District School Board,2020,"10,256,231",,"10,256,231",,"10,256,231",,,
3904410,OH,Hamilton City School District,Hamilton City School District,2020,"124,202,943",,"124,202,943",,"124,202,943",,,
3904695,OH,Hamilton Local School District,Hamilton Local School District,2020,"33,392,217",,"33,392,217",,"33,392,217",,,
1710790,IL,Hamilton County Community Unit School District 10,Hamilton County Community Unit School District 10,2020,"1,750,284",,"1,750,284","36,809,144","38,559,428",,,
2617400,MI,Hamilton Community Schools,Hamilton Community Schools,2020,"58,055,274",,"58,055,274",,"58,055,274",,,
4701590,TN,Hamilton County Schools,Hamilton County Schools,2020,,,0,,0,,,
1804260,IN,Hamilton Heights School Corporation,Hamilton Heights School Corporation,2020,,,0,,0,,,
4822230,TX,Hamilton Independent School District,Hamilton Independent School District,2020,"2,290,283",,"2,290,283","4,345,070","6,635,353",,,
5506030,WI,Hamilton School District,Hamilton School District,2020,,"6,086,032","-6,086,032",,"-6,086,032",,,
1810650,IN,Hamilton Southeastern Schools,Hamilton Southeastern Schools,2020,"14,392,561","3,360,173","11,032,388",,"11,032,388",,,
4824180,TX,Ingleside Independent School District,Ingleside Independent School District,2020,"6,359,723",,"6,359,723","9,659,537","16,019,260",,,
618390,CA,Inglewood Unified School District,Inglewood Unified School District,2020,"98,619,479",,"98,619,479","36,475,658","135,095,137",,,
4824210,TX,Ingram Independent School District,Ingram Independent School District,2020,"3,626,292",,"3,626,292","5,383,110","9,009,402",,,
2619170,MI,Inland Lakes Schools,Inland Lakes Schools,2020,"13,016,034",,"13,016,034",,"13,016,034",,,
4015480,OK,Inola Public School District I-5,Inola Public School District I-5,2020,,,0,,0,,,
4212170,PA,Interboro School District,Interboro School District,2020,"105,167,000",,"105,167,000",,"105,167,000",,,
4289110,PA,Intermediate Unit 1,Intermediate Unit 1,2020,"83,945,000",,"83,945,000",,"83,945,000",,,
1914670,IA,Interstate 35 Community School District,Interstate 35 Community School District,2020,"4,110,072",,"4,110,072",,"4,110,072",,,
4824240,TX,Iola Independent School District,Iola Independent School District,2020,"1,102,004",,"1,102,004","2,680,535","3,782,539",,,
2619250,MI,Ionia Public Schools,Ionia Public Schools,2020,"49,441,925",,"49,441,925",,"49,441,925",,,
1914700,IA,Iowa City Community School District,Iowa City Community School District,2020,"86,029,745",,"86,029,745",,"86,029,745",,,
1914730,IA,Iowa Falls Community School District,Iowa Falls Community School District,2020,"6,766,968",,"6,766,968",,"6,766,968",,,
4824260,TX,Iowa Park Consolidated Independent School District,Iowa Park Consolidated Independent School District,2020,"3,790,449",,"3,790,449","8,413,122","12,203,571",,,
1914850,IA,Iowa Valley Community School District,Iowa Valley Community School District,2020,"2,811,277",,"2,811,277",,"2,811,277",,,
4824300,TX,Ira Independent School District,Ira Independent School District,2020,"526,125",,"526,125","1,383,832","1,909,957",,,
4824330,TX,Iraan-Sheffield Independent School District,Iraan-Sheffield Independent School District,2020,"986,027",,"986,027","2,849,467","3,835,494",,,
4824360,TX,Iredell Independent School District,Iredell Independent School District,2020,"325,284",,"325,284","819,729","1,145,013",,,
3702310,NC,Iredell-Statesville Board of Education,Iredell-Statesville Board Of Education,2020,"74,955,173",,"74,955,173",,"74,955,173",,,
4830360,TX,Irion County Independent School District,Irion County Independent School District,2020,"925,194",,"925,194","2,041,355","2,966,549",,,
4900390,UT,Iron County School District,Iron County School District,2020,"25,461,288",,"25,461,288",,"25,461,288",,,
2619410,MI,Iron Mountain Public Schools,Iron Mountain Public Schools,2020,"15,585,614",,"15,585,614",,"15,585,614",,,
3904414,OH,Ironton City School District,Ironton City School District,2020,"16,589,428",,"16,589,428",,"16,589,428",,,
2619470,MI,Ironwood Area Schools of Gogebic County,Ironwood Area Schools Of Gogebic County,2020,"15,191,711",,"15,191,711",,"15,191,711",,,
3615360,NY,Iroquois Central School District,Iroquois Central School District,2020,"4,323,533","2,835,964","1,487,569",,"1,487,569",,,
1720170,IL,Iroquois County Community Unit School District No.9,Iroquois County Community Unit School District No.9,2020,"532,083","916,437","-384,354","37,867,790","37,483,436",,,
4212210,PA,Iroquois School District,Iroquois School District,2020,"26,105,000",,"26,105,000",,"26,105,000",,,
1720180,IL,Iroquois West Community Unit School District 10,Iroquois West Community Unit School District 10,2020,"705,824",,"705,824","29,315,929","30,021,753",,,
684500,CA,Irvine Unified School District,Irvine Unified School District,2020,"414,624,892",,"414,624,892","154,299,180","568,924,072",,,
4824420,TX,Irving Independent School District,Irving Independent School District,2020,"115,166,596",,"115,166,596","145,983,130","261,149,726",,,
3407680,NJ,Irvington Township School District,Irvington Township School District,2020,"30,598,609",,"30,598,609",,"30,598,609",,,
1302910,GA,Irwin County Board of Education,Irwin County Board Of Education,2020,"19,391,050",,"19,391,050","385,032","19,776,082",,,
2802160,MS,Jackson County School District,Jackson County School District,2020,"134,288,150",,"134,288,150",,"134,288,150",,,
2802190,MS,Jackson Public School District,Jackson Public School District,2020,"380,045,022",,"380,045,022",,"380,045,022",,,
101830,AL,Jackson County Board of Education,Jackson County Board Of Education,2020,"52,204,000",,"52,204,000",,"52,204,000",,,
1302940,GA,Jackson County Board of Education,Jackson County Board Of Education,2020,"75,107,758",,"75,107,758","1,088,015","76,195,773",,,
2102940,KY,Jackson County School District,Jackson County School District,2020,"8,344,426",,"8,344,426","40,318,325","48,662,751",,,
4702070,TN,Jackson County Schools,Jackson County Schools,2020,,,0,,0,,,
5400540,WV,Jackson County Board of Education,Jackson County Board Of Education,2020,"2,505,767",,"2,505,767","40,212,915","42,718,682",,,
2200780,LA,Jackson Parish School Board,Jackson Parish School Board,2020,"26,078,226",,"26,078,226",,"26,078,226",,,
,MI,Jackson County Intermediate School District,Jackson County Intermediate School District,2020,"120,031,347",,"120,031,347",,"120,031,347",,,
2619620,MI,Jackson Public Schools,Jackson Public Schools,2020,"93,861,265",,"93,861,265",,"93,861,265",,,
3407740,NJ,Township of Jackson School District,Jackson Township School District,2020,"46,374,151",,"46,374,151","333,326,414","379,700,565",,,
3904832,OH,Jackson-Milton Local School District,Jackson-Milton Local School District,2020,"9,416,890",,"9,416,890",,"9,416,890",,,
101860,AL,Jacksonville City Board of Education,Jacksonville City Board Of Education,2020,"13,889,000",,"13,889,000",,"13,889,000",,,
4824590,TX,Jacksonville Independent School District,Jacksonville Independent School District,2020,"13,440,725",,"13,440,725","22,103,156","35,543,881",,,
500419,AR,Jacksonville-North Pulaski School District,Jacksonville-North Pulaski School District,2020,"30,981,572",,"30,981,572",,"30,981,572",,,
1720280,IL,Jacksonville School District 117,Jacksonville School District 117,2020,,,0,,0,,,
618660,CA,Jacoby Creek Elementary School District,Jacoby Creek Elementary School District,2020,"4,077,319",,"4,077,319","1,498,608","5,575,927",,,
3904920,OH,James A. Garfield Local School District,James A. Garfield Local School District,2020,"15,228,858",,"15,228,858",,"15,228,858",,,
3407770,NJ,Borough of Jamesburg School District,Borough Of Jamesburg School District,2020,"1,107,240",,"1,107,240","22,670,409","23,777,649",,,
3800021,ND,Jamestown Public School District No.1,Jamestown Public School District No.1,2020,"30,211,092",,"30,211,092",,"30,211,092",,,
3615630,NY,Jamestown City School District,Jamestown City School District,2020,"7,897,340","5,217,671","2,679,669",,"2,679,669",,,
618690,CA,Jamestown Elementary School District,Jamestown Elementary School District,2020,"4,608,519",,"4,608,519","1,478,202","6,086,721",,,
3609090,NY,Jamesville-Dewitt Central School District,Jamesville-Dewitt Central School District,2020,"3,722,967","3,412,886","310,081",,"310,081",,,
1700329,IL,Jamp Special Education Services,Jamp Special Education Services,2020,,,0,,0,,,
1915180,IA,Janesville Community School District,Janesville Community School District,2020,"2,106,500",,"2,106,500",,"2,106,500",,,
5507020,WI,School District of Janesville,School District Of Janesville,2020,"503,504","14,573,008","-14,069,504",,"-14,069,504",,,
618780,CA,Janesville Union Elementary School District,Janesville Union Elementary School District,2020,"3,358,541",,"3,358,541","1,389,988","4,748,529",,,
4824600,TX,Jarrell Independent School District,Jarrell Independent School District,2020,"4,880,899",,"4,880,899","8,321,067","13,201,966",,,
4502520,SC,Jasper County School District,Jasper County School District,2020,"34,017,204",,"34,017,204",,"34,017,204",,,
101890,AL,Jasper City Board of Education,Jasper City Board Of Education,2020,"23,849,000",,"23,849,000",,"23,849,000",,,
1302970,GA,Jasper County Board of Education,Jasper County Board Of Education,2020,"21,694,938",,"21,694,938","655,339","22,350,277",,,
1720380,IL,Jasper County Community Unit School District 1,Jasper County Community Unit School District 1,2020,"2,750,110",,"2,750,110","38,680,539","41,430,649",,,
